"feature","Estimate_group","pvalue","fdr","sign_group","method","vs","fold_change","log2FC"
"Tirap","Group_safe",0.644894531906055,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.898012618493346,-0.155192377638233
"Tjap1","Group_safe",0.997621966139957,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064370781827,0.00092837530802207
"Tjp1","Group_safe",0.921681894249137,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.980220531121833,-0.0288217299827378
"Tjp2","Group_safe",0.997737067750213,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064368313712,0.00092833972355939
"Tk1","Group_safe",0.909379431731377,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02565785708272,0.0365495514023784
"Tk2","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Tkfc","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Tkt","Group_safe",0.997649990466031,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064374249431,0.000928425302797178
"Tlcd1","Group_safe",0.998136473162839,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064353573695,0.000928127206839007
"Tlcd2","Group_safe",0.998260694198166,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.0006425161786,0.000926657240295641
"Tldc1","Group_safe",0.997957918570712,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064339692065,0.000927927066034064
"Tle1","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Tle2","Group_safe",0.905257150494536,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.971218223245881,-0.042132603339266
"Tle3","Group_safe",0.997512694167779,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064372522386,0.000928400402821402
"Tle4","Group_safe",0.998303121706763,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064352272833,0.00092810845143621
"Tle6","Group_safe",0.89964471261654,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.03193716582974,0.045355128410775
"Tlk1","Group_safe",0.827716786494554,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.952990247213149,-0.0694666450430386
"Tlk2","Group_safe",0.829775766307005,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.954098854353807,-0.0677893430198009
"Tll1","Group_safe",0.877352578823113,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.06953811420938,0.0969878955007004
"Tln1","Group_safe",0.997308146747233,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064374750445,0.000928432526245589
"Tln2","Group_safe",0.915016598680327,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02239607540849,0.0319542034480334
"Tlr1","Group_safe",0.874950668319015,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.08319226572421,0.115289342842784
"Tlr2","Group_safe",0.997737067750213,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064368313712,0.00092833972355939
"Tlr3","Group_safe",0.894049282037531,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.963603062477368,-0.0534891161990127
"Tlr4","Group_safe",0.821105529910868,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.949322527493378,-0.0750297760675915
"Tlr5","Group_safe",0.756026456527098,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.1179692591194,0.160880518837873
"Tlr6","Group_safe",0.997991186392775,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064359688104,0.000928215362378023
"Tlx2","Group_safe",0.625400154484781,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.3358432240443,0.417750701550249
"Tm2d1","Group_safe",0.997737067750213,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064368313712,0.00092833972355939
"Tm2d2","Group_safe",0.997621966139957,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064370781827,0.00092837530802207
"Tm2d3","Group_safe",0.902423959414105,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.03006936271659,0.0427414887462974
"Tm4sf1","Group_safe",0.918072417261917,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.97840813326178,-0.0314916982096484
"Tm6sf1","Group_safe",0.883910851671436,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.954927982291079,-0.0665361612251646
"Tm6sf2","Group_safe",0.863733653897302,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.896859478687827,-0.157046135697516
